ID,Nome,Grupo,Ácidos gordos saturados,Ácidos gordos monoinsaturados,Ácidos gordos polinsaturados,Ácido linoleico,Hidratos de carbono,Sal,Fibra alimentar,Proteína,Álcool,Água,Ácidos orgânicos,Colesterol,Vitamina A total,Caroteno,Vitamina D,a-tocoferol,Tiamina,Riboflavina,Equivalentes de niacina,Niacina,Vitamina B6,Vitamina B12,Vitamina C,Folatos,Cinza,Sódio,Potássio,Cálcio,Fósforo,Magnésio,Ferro,Zinco
65,Gelado caseiro com bolachas e natas,Leites e Produtos Lácteos,12.2 g,5.1 g,0.8 g,0.7 g,36.5 g,220 mg,0.6 g,5.1 g,0 g,35.5 g,0 g,62 mg,242 µg,122 µg,0.1 µg,0.9 mg,0.04 mg,0.34 mg,2.08 mg,0.92 mg,0.05 mg,0.28 µg,0 mg,9.4 µg,1.08 g,86 mg,240 mg,160 mg,130 mg,23 mg,0.4 mg,0.7 mg
66,Gelado caseiro com palitos la Reine,Leites e Produtos Lácteos,2.4 g,6.3 g,2.5 g,2.34 g,28.7 g,95 mg,2 g,7.9 g,0.2 g,48.1 g,0 g,119 mg,70 µg,5 µg,0.6 µg,3.85 mg,0.08 mg,0.29 mg,2.09 mg,0.44 mg,0.13 mg,0.49 µg,0.1 mg,22 µg,1.10 g,38 mg,220 mg,110 mg,160 mg,42 mg,1.4 mg,1.1 mg
67,Gelado de leite,Leites e Produtos Lácteos,6.1 g,2.5 g,0.3 g,0.3 g,21.7 g,140 mg,0 g,3.6 g,0 g,63.2 g,0 g,33 mg,115 µg,195 µg,0.1 µg,0.2 mg,0.04 mg,0.21 mg,0.9 mg,0.1 mg,0.08 mg,0.4 µg,1 mg,5 µg,0.63 g,56 mg,180 mg,140 mg,120 mg,14 mg,0.1 mg,0.4 mg
68,Costeleta ou perna crua de borrego,Carne e Derivados Criação e Caça,2.2 g,1.6 g,0.2 g,0.1 g,0 g,160 mg,0 g,19.7 g,0 g,73.6 g,0 g,68 mg,0 µg,0 µg,0.4 µg,0.1 mg,0.14 mg,0.24 mg,8.7 mg,5 mg,0.37 mg,2 µg,0 mg,3 µg,1.20 g,64 mg,280 mg,11 mg,220 mg,27 mg,1.7 mg,3.8 mg
69,Costeleta ou perna assada de borrego com azeite e margarina,Carne e Derivados Criação e Caça,5.5 g,7 g,1.8 g,1.53 g,0 g,1400 mg,0 g,23.3 g,0 g,57.9 g,0 g,80 mg,32 µg,22 µg,0.4 µg,0.87 mg,0.09 mg,0.24 mg,10.3 mg,4.4 mg,0.24 mg,1.7 µg,0 mg,2.9 µg,2.65 g,560 mg,220 mg,12 mg,220 mg,30 mg,2 mg,4.5 mg
70,Costeleta ou perna assada de borrego com margarina,Carne e Derivados Criação e Caça,6.9 g,3.7 g,2.6 g,2.28 g,0 g,1550 mg,0 g,23.3 g,0 g,58.7 g,0 g,80 mg,64 µg,43 µg,0.4 µg,0.12 mg,0.09 mg,0.24 mg,10.3 mg,4.4 mg,0.24 mg,1.7 µg,0 mg,2.9 µg,2.82 g,620 mg,220 mg,12 mg,220 mg,30 mg,2 mg,4.5 mg
71,Costeleta ou perna assada de borrego sem molho,Carne e Derivados Criação e Caça,3.5 g,2.6 g,0.4 g,0.1 g,0 g,420 mg,0 g,24.1 g,0 g,65.1 g,0 g,88 mg,0 µg,0 µg,0.4 µg,0.1 mg,0.11 mg,0.25 mg,9 mg,4.5 mg,0.29 mg,1.8 µg,0 mg,3.1 µg,2.19 g,170 mg,290 mg,13 mg,240 mg,31 mg,2.2 mg,4.9 mg
72,Costeleta ou perna cozida de borrego,Carne e Derivados Criação e Caça,2.5 g,1.8 g,0.2 g,0.1 g,0 g,400 mg,0 g,26.5 g,0 g,65.7 g,0 g,91 mg,0 µg,0 µg,0.4 µg,0.11 mg,0.08 mg,0.19 mg,7.4 mg,2.5 mg,0.21 mg,1.7 µg,0 mg,2.5 µg,2.10 g,160 mg,220 mg,13 mg,250 mg,27 mg,2.4 mg,5.4 mg
73,Costeleta ou perna de borrego estufada com azeite e margarina,Carne e Derivados Criação e Caça,4.2 g,5.5 g,1.5 g,1.31 g,1.6 g,950 mg,0.6 g,16.2 g,0.4 g,66.9 g,0 g,55 mg,57 µg,203 µg,0.3 µg,1.15 mg,0.07 mg,0.16 mg,7.28 mg,2.5 mg,0.19 mg,0.96 µg,6 mg,6.8 µg,2.08 g,380 mg,230 mg,14 mg,140 mg,22 mg,1.7 mg,2.9 mg
74,Costeleta ou perna de borrego estufada com margarina,Carne e Derivados Criação e Caça,5.3 g,2.8 g,2.2 g,1.92 g,1.6 g,1080 mg,0.6 g,16.2 g,0.4 g,67.6 g,0 g,55 mg,83 µg,221 µg,0.3 µg,0.54 mg,0.07 mg,0.16 mg,7.28 mg,2.5 mg,0.19 mg,0.96 µg,6 mg,6.8 µg,2.22 g,430 mg,230 mg,14 mg,140 mg,22 mg,1.7 mg,2.9 mg
75,Costeleta ou perna de borrego estufada sem molho,Carne e Derivados Criação e Caça,4.1 g,3 g,0.4 g,0.1 g,0 g,550 mg,0 g,25.5 g,0 g,62.7 g,0 g,96 mg,0 µg,0 µg,0.4 µg,0.11 mg,0.08 mg,0.21 mg,8.5 mg,3.7 mg,0.23 mg,1.6 µg,0 mg,2.7 µg,1.90 g,220 mg,210 mg,12 mg,240 mg,25 mg,2.3 mg,5.2 mg
76,Costeleta ou perna de borrego frita com margarina sem molho,Carne e Derivados Criação e Caça,3.4 g,2.3 g,0.7 g,0.4 g,0 g,450 mg,0 g,24.5 g,0 g,65.8 g,0 g,87 mg,8 µg,0 µg,0.5 µg,0.3 mg,0.11 mg,0.25 mg,9.2 mg,4.6 mg,0.29 mg,1.8 µg,0 mg,3.1 µg,2.10 g,180 mg,300 mg,13 mg,240 mg,32 mg,2.1 mg,5 mg
77,Costeleta ou perna de borrego grelhada,Carne e Derivados Criação e Caça,2.4 g,1.8 g,0.2 g,0.1 g,0 g,450 mg,0 g,25.7 g,0 g,65.9 g,0 g,88 mg,0 µg,0 µg,0.4 µg,0.11 mg,0.11 mg,0.26 mg,9.6 mg,4.8 mg,0.3 mg,1.9 µg,0 mg,3.3 µg,2.90 g,180 mg,310 mg,14 mg,260 mg,34 mg,2.2 mg,5.2 mg
78,Costeleta de cabrito crua,Carne e Derivados Criação e Caça,0.8 g,1.2 g,0.2 g,0.1 g,0 g,240 mg,0 g,23.9 g,0 g,72.2 g,0 g,60 mg,0 µg,0 µg,0.4 µg,0.09 mg,0.13 mg,0.32 mg,12 mg,6.6 mg,0.32 mg,1.3 µg,0 mg,5 µg,0.90 g,94 mg,440 mg,14 mg,130 mg,26 mg,1.1 mg,4.6 mg
79,Costeleta de cabrito grelhada,Carne e Derivados Criação e Caça,0.9 g,1.3 g,0.2 g,0.1 g,0 g,500 mg,0 g,30.9 g,0 g,63.8 g,0 g,78 mg,0 µg,0 µg,0 µg,0.98 mg,0.11 mg,0.35 mg,12 mg,6.3 mg,0.26 mg,1.2 µg,0 mg,5.4 µg,1.80 g,200 mg,480 mg,17 mg,160 mg,32 mg,1.4 mg,6.3 mg
80,Peito de cabrito cru,Carne e Derivados Criação e Caça,1.2 g,1.7 g,0.3 g,0.2 g,0 g,200 mg,0 g,20.5 g,0 g,74.2 g,0 g,57 mg,0 µg,0 µg,0 µg,0.09 mg,0.13 mg,0.32 mg,10 mg,6.1 mg,0.3 mg,1.1 µg,0 mg,5 µg,1.20 g,82 mg,380 mg,11 mg,230 mg,22 mg,0.5 mg,4 mg
81,Peito de cabrito estufado com azeite e margarina,Carne e Derivados Criação e Caça,2.6 g,4.1 g,1 g,0.832 g,0.8 g,1100 mg,0.3 g,23.3 g,0 g,64.5 g,0 g,64 mg,77 µg,388 µg,0 µg,0.48 mg,0.08 mg,0.27 mg,11.4 mg,3.9 mg,0.18 mg,0.74 µg,1 mg,6.5 µg,2.44 g,440 mg,280 mg,17 mg,200 mg,21 mg,0.7 mg,4.2 mg
82,Peito de cabrito estufado com azeite e óleo alimentar,Carne e Derivados Criação e Caça,1.9 g,4.2 g,2 g,1.82 g,0.7 g,1020 mg,0.3 g,23.3 g,0 g,64.1 g,0 g,64 mg,63 µg,379 µg,0 µg,1.86 mg,0.08 mg,0.27 mg,11.4 mg,3.9 mg,0.18 mg,0.74 µg,1 mg,6.5 µg,2.36 g,410 mg,280 mg,17 mg,200 mg,21 mg,0.7 mg,4.2 mg
83,Peito de cabrito estufado com manteiga e óleo alimentar,Carne e Derivados Criação e Caça,2.6 g,2.8 g,1.9 g,1.72 g,0.8 g,1080 mg,0.3 g,23.3 g,0 g,64.5 g,0 g,69 mg,76 µg,380 µg,0 µg,1.59 mg,0.08 mg,0.27 mg,11.4 mg,3.9 mg,0.18 mg,0.74 µg,1 mg,6.5 µg,2.41 g,430 mg,280 mg,17 mg,200 mg,21 mg,0.7 mg,4.2 mg
84,Peito de cabrito estufado com margarina e óleo alimentar,Carne e Derivados Criação e Caça,2.5 g,2.8 g,2.3 g,2.13 g,0.8 g,1100 mg,0.3 g,23.3 g,0 g,64.5 g,0 g,64 mg,77 µg,388 µg,0 µg,1.54 mg,0.08 mg,0.27 mg,11.4 mg,3.9 mg,0.18 mg,0.74 µg,1 mg,6.5 µg,2.44 g,440 mg,280 mg,17 mg,200 mg,21 mg,0.7 mg,4.2 mg
85,Peito de cabrito estufado sem molho,Carne e Derivados Criação e Caça,1.4 g,2 g,0.3 g,0.3 g,0 g,500 mg,0 g,28.4 g,0 g,64.9 g,0 g,83 mg,0 µg,0 µg,0 µg,0.08 mg,0.11 mg,0.38 mg,12 mg,6.2 mg,0.26 mg,1.1 µg,0 mg,5.8 µg,2.34 g,200 mg,450 mg,14 mg,280 mg,30 mg,0.7 mg,5.8 mg
86,Peito de cabrito grelhado,Carne e Derivados Criação e Caça,1.3 g,1.8 g,0.3 g,0.2 g,0 g,480 mg,0 g,26.5 g,0 g,66.7 g,0 g,74 mg,0 µg,0 µg,0 µg,0.98 mg,0.11 mg,0.35 mg,11 mg,5.8 mg,0.24 mg,1 µg,0 mg,5.4 µg,2.20 g,190 mg,420 mg,14 mg,260 mg,28 mg,0.7 mg,5.4 mg
87,Perna de cabrito crua,Carne e Derivados Criação e Caça,1.2 g,1.8 g,0.3 g,0.2 g,0 g,190 mg,0 g,19.3 g,0 g,75.2 g,0 g,60 mg,0 µg,0 µg,0 µg,0.09 mg,0.13 mg,0.3 mg,10 mg,6 mg,0.3 mg,1.1 µg,0 mg,5 µg,1.22 g,77 mg,360 mg,9 mg,270 mg,21 mg,0.9 mg,3.7 mg
88,Perna de cabrito assada com azeite e margarina,Carne e Derivados Criação e Caça,2.9 g,5.1 g,1.2 g,0.977 g,0.2 g,1150 mg,0 g,21.7 g,0.3 g,65.1 g,0 g,67 mg,16 µg,11 µg,0 µg,0.57 mg,0.08 mg,0.28 mg,11.2 mg,5.1 mg,0.19 mg,0.9 µg,0.1 mg,4.7 µg,2.36 g,460 mg,280 mg,9.8 mg,260 mg,23 mg,1 mg,4.2 mg
89,Perna de cabrito assada com óleo alimentar e margarina,Carne e Derivados Criação e Caça,2.8 g,3.2 g,3.1 g,2.92 g,0.2 g,1150 mg,0 g,21.7 g,0.3 g,65.1 g,0 g,67 mg,16 µg,11 µg,0 µg,2.15 mg,0.08 mg,0.28 mg,11.2 mg,5.1 mg,0.19 mg,0.9 µg,0.1 mg,4.7 µg,2.36 g,460 mg,280 mg,9.8 mg,260 mg,23 mg,1 mg,4.2 mg
90,Perna de cabrito assada sem molho,Carne e Derivados Criação e Caça,1.3 g,1.9 g,0.3 g,0.3 g,0 g,850 mg,0 g,24.3 g,0 g,69.4 g,0 g,80 mg,0 µg,0 µg,0 µg,0.08 mg,0.1 mg,0.3 mg,10 mg,5.5 mg,0.24 mg,1 µg,0 mg,5.3 µg,2.15 g,340 mg,380 mg,11 mg,300 mg,26 mg,1.1 mg,4.9 mg
91,Caldeirada de cabrito com azeite e banha,Carne e Derivados Criação e Caça,1.1 g,2.4 g,0.4 g,0.311 g,8.3 g,820 mg,0.9 g,11.3 g,0 g,73.5 g,0 g,31 mg,15 µg,92 µg,0 µg,0.34 mg,0.11 mg,0.12 mg,5.98 mg,2.2 mg,0.26 mg,0.33 µg,9.1 mg,15 µg,1.74 g,330 mg,300 mg,10 mg,110 mg,16 mg,0.5 mg,1.9 mg
92,Caldeirada de cabrito com azeite e margarina,Carne e Derivados Criação e Caça,1.3 g,1.9 g,0.5 g,0.439 g,8.3 g,850 mg,0.9 g,11.3 g,0 g,73.7 g,0 g,30 mg,23 µg,96 µg,0 µg,0.32 mg,0.11 mg,0.12 mg,5.98 mg,2.2 mg,0.26 mg,0.33 µg,9.1 mg,15 µg,1.78 g,340 mg,300 mg,10 mg,110 mg,16 mg,0.5 mg,1.9 mg
93,Costeleta de carneiro crua,Carne e Derivados Criação e Caça,3.2 g,2.4 g,0.3 g,0.2 g,0 g,220 mg,0 g,20.8 g,0 g,70 g,0 g,66 mg,0 µg,0 µg,0.4 µg,0.09 mg,0.09 mg,0.18 mg,8.7 mg,4.8 mg,0.3 mg,2 µg,0 mg,3 µg,1.20 g,88 mg,350 mg,17 mg,220 mg,24 mg,0.9 mg,4 mg
94,Costeleta ou perna de carneiro magra frita com margarina sem molho,Carne e Derivados Criação e Caça,3.7 g,2.6 g,0.7 g,0.4 g,0 g,580 mg,0 g,24.7 g,0 g,64.8 g,0 g,87 mg,8 µg,0 µg,0.8 µg,0.24 mg,0.11 mg,0.22 mg,9.2 mg,4.6 mg,0.24 mg,1.8 µg,0 mg,6.3 µg,2.10 g,230 mg,320 mg,22 mg,280 mg,20 mg,2 mg,2.5 mg
95,Pá de carneiro crua,Carne e Derivados Criação e Caça,5.4 g,4 g,0.4 g,0.3 g,0 g,160 mg,0 g,20.5 g,0 g,65.7 g,0 g,68 mg,0 µg,0 µg,0.4 µg,0.07 mg,0.14 mg,0.32 mg,8.2 mg,4.3 mg,0.22 mg,2 µg,0 mg,2 µg,0.90 g,66 mg,270 mg,12 mg,210 mg,16 mg,1.3 mg,2 mg
96,Pá de carneiro assada com azeite e margarina,Carne e Derivados Criação e Caça,9.3 g,9.9 g,2 g,1.77 g,0 g,1400 mg,0 g,24.3 g,0 g,48.4 g,0 g,81 mg,32 µg,22 µg,0.4 µg,0.84 mg,0.09 mg,0.31 mg,9.72 mg,3.8 mg,0.14 mg,1.7 µg,0 mg,2 µg,2.30 g,560 mg,220 mg,13 mg,210 mg,19 mg,1.5 mg,2.4 mg
97,Pá de carneiro assada com margarina,Carne e Derivados Criação e Caça,10.7 g,6.6 g,2.9 g,2.52 g,0 g,1580 mg,0 g,24.3 g,0 g,49.2 g,0 g,81 mg,65 µg,43 µg,0.4 µg,0.08 mg,0.09 mg,0.31 mg,9.72 mg,3.8 mg,0.14 mg,1.7 µg,0 mg,2 µg,2.48 g,630 mg,220 mg,13 mg,210 mg,20 mg,1.5 mg,2.4 mg
98,Pá de carneiro assada sem molho,Carne e Derivados Criação e Caça,4.9 g,3.6 g,0.4 g,0.3 g,0 g,420 mg,0 g,25.1 g,0 g,61.4 g,0 g,88 mg,0 µg,0 µg,0.4 µg,0.07 mg,0.11 mg,0.33 mg,8.6 mg,3.9 mg,0.17 mg,1.8 µg,0 mg,2.1 µg,2.05 g,170 mg,280 mg,14 mg,230 mg,20 mg,1.7 mg,2.6 mg
99,Pá de carneiro cozida,Carne e Derivados Criação e Caça,6.1 g,4.6 g,0.5 g,0.2 g,0 g,420 mg,0 g,27.6 g,0 g,56.5 g,0 g,91 mg,0 µg,0 µg,0.5 µg,0.08 mg,0.08 mg,0.25 mg,8.2 mg,3 mg,0.12 mg,1.7 µg,0 mg,1.7 µg,1.74 g,170 mg,210 mg,14 mg,240 mg,16 mg,1.8 mg,2.8 mg
100,Pá de carneiro estufada sem molho,Carne e Derivados Criação e Caça,6.1 g,4.6 g,0.5 g,0.3 g,0 g,580 mg,0 g,27.6 g,0 g,56 g,0 g,99 mg,0 µg,0 µg,0.5 µg,0.08 mg,0.08 mg,0.29 mg,8.5 mg,3.3 mg,0.14 mg,1.7 µg,0 mg,1.8 µg,1.70 g,230 mg,210 mg,14 mg,240 mg,16 mg,1.8 mg,2.8 mg
101,Peito de carneiro gordo cru,Carne e Derivados Criação e Caça,15.7 g,11.7 g,1.2 g,0.7 g,0 g,280 mg,0 g,16.8 g,0 g,46 g,0 g,94 mg,0 µg,0 µg,0.6 µg,0.09 mg,0.3 mg,0.32 mg,7.7 mg,4.5 mg,0.16 mg,1 µg,0 mg,11 µg,0.85 g,110 mg,300 mg,17 mg,220 mg,16 mg,1.2 mg,3 mg
102,Peito de carneiro gordo cozido,Carne e Derivados Criação e Caça,11.5 g,8.6 g,0.9 g,0.5 g,0 g,520 mg,0 g,23.3 g,0 g,48.8 g,0 g,130 mg,0 µg,0 µg,0.7 µg,0.1 mg,0.18 mg,0.26 mg,7.6 mg,3.3 mg,0.09 mg,0.91 µg,0 mg,9.6 µg,1.30 g,210 mg,240 mg,20 mg,260 mg,17 mg,1.7 mg,4.4 mg
103,Perna de carneiro gorda crua,Carne e Derivados Criação e Caça,9.6 g,7.1 g,0.8 g,0.4 g,0 g,150 mg,0 g,19.1 g,0 g,57.5 g,0 g,86 mg,0 µg,0 µg,0.5 µg,0.07 mg,0.32 mg,0.23 mg,8.6 mg,5 mg,0.23 mg,2.3 µg,0 mg,3 µg,0.82 g,60 mg,360 mg,11 mg,190 mg,25 mg,1.2 mg,3.2 mg
104,Perna de carneiro gorda assada sem molho,Carne e Derivados Criação e Caça,9 g,6.7 g,0.8 g,0.4 g,0 g,420 mg,0 g,24.3 g,0 g,52.5 g,0 g,115 mg,0 µg,0 µg,0.5 µg,0.08 mg,0.26 mg,0.25 mg,9.2 mg,4.7 mg,0.18 mg,2.2 µg,0 mg,3.2 µg,1.81 g,170 mg,380 mg,14 mg,210 mg,31 mg,1.6 mg,4.3 mg
105,Perna de carneiro gorda estufada sem molho,Carne e Derivados Criação e Caça,11.2 g,8.3 g,1 g,0.5 g,0 g,580 mg,0 g,26.5 g,0 g,45.4 g,0 g,110 mg,0 µg,0 µg,0.6 µg,0.08 mg,0.19 mg,0.22 mg,8.9 mg,4 mg,0.15 mg,2 µg,0 mg,2.9 µg,1.60 g,230 mg,290 mg,13 mg,220 mg,25 mg,1.8 mg,4.7 mg
106,Perna de carneiro magra crua,Carne e Derivados Criação e Caça,2.4 g,1.8 g,0.2 g,0.1 g,0 g,280 mg,0 g,19.8 g,0 g,72.8 g,0 g,68 mg,0 µg,0 µg,0.7 µg,0.05 mg,0.14 mg,0.21 mg,8.7 mg,5 mg,0.3 mg,2 µg,0 mg,6 µg,1.20 g,110 mg,300 mg,18 mg,250 mg,16 mg,1.5 mg,1.9 mg
107,Perna de carneiro magra assada com azeite e margarina,Carne e Derivados Criação e Caça,5.8 g,7.3 g,1.8 g,1.54 g,0 g,1520 mg,0 g,23.5 g,0 g,56.7 g,0 g,81 mg,32 µg,22 µg,0.6 µg,0.82 mg,0.09 mg,0.21 mg,10.3 mg,4.5 mg,0.2 mg,1.7 µg,0 mg,5.9 µg,2.66 g,610 mg,240 mg,19 mg,250 mg,20 mg,1.8 mg,2.3 mg
108,Perna de carneiro magra assada com margarina,Carne e Derivados Criação e Caça,7.2 g,4 g,2.6 g,2.29 g,0 g,1680 mg,0 g,23.5 g,0 g,57.5 g,0 g,81 mg,65 µg,43 µg,0.6 µg,0.06 mg,0.09 mg,0.21 mg,10.3 mg,4.5 mg,0.2 mg,1.7 µg,0 mg,5.9 µg,2.84 g,670 mg,240 mg,20 mg,250 mg,20 mg,1.8 mg,2.3 mg
109,Perna de carneiro magra assada sem molho,Carne e Derivados Criação e Caça,3.9 g,2.9 g,0.4 g,0.1 g,0 g,550 mg,0 g,24.2 g,0 g,63.8 g,0 g,88 mg,0 µg,0 µg,0.7 µg,0.05 mg,0.11 mg,0.22 mg,9 mg,4.5 mg,0.23 mg,1.8 µg,0 mg,6.2 µg,2.20 g,220 mg,310 mg,21 mg,280 mg,20 mg,1.9 mg,2.4 mg
110,Perna de carneiro magra estufada com azeite e margarina,Carne e Derivados Criação e Caça,4.6 g,6.1 g,1.6 g,1.41 g,1.7 g,1050 mg,0.6 g,17.4 g,0.4 g,63.7 g,0 g,59 mg,61 µg,218 µg,0.5 µg,1.19 mg,0.08 mg,0.15 mg,7.82 mg,2.6 mg,0.18 mg,1 µg,6.4 mg,9 µg,2.23 g,420 mg,260 mg,20 mg,170 mg,17 mg,1.6 mg,1.6 mg
111,Perna de carneiro magra estufada com margarina,Carne e Derivados Criação e Caça,5.9 g,3.2 g,2.4 g,2.06 g,1.7 g,1200 mg,0.6 g,17.4 g,0.4 g,64.5 g,0 g,59 mg,90 µg,237 µg,0.5 µg,0.54 mg,0.08 mg,0.15 mg,7.82 mg,2.6 mg,0.18 mg,1 µg,6.4 mg,9 µg,2.38 g,480 mg,260 mg,20 mg,170 mg,17 mg,1.7 mg,1.6 mg
112,Perna de carneiro magra estufada sem molho,Carne e Derivados Criação e Caça,4.5 g,3.2 g,0.4 g,0.1 g,0 g,650 mg,0 g,25.6 g,0 g,61.3 g,0 g,96 mg,0 µg,0 µg,0.8 µg,0.05 mg,0.08 mg,0.19 mg,8.5 mg,3.7 mg,0.18 mg,1.6 µg,0 mg,5.3 µg,1.90 g,260 mg,230 mg,19 mg,270 mg,16 mg,2 mg,2.6 mg
113,Bife de cavalo alcatra crua,Carne e Derivados Criação e Caça,1.3 g,1.1 g,0.8 g,0.8 g,0 g,130 mg,0 g,21.1 g,0 g,73.9 g,0 g,54 mg,0 µg,0 µg,0 µg,0.1 mg,0.11 mg,0.13 mg,7.9 mg,4 mg,0.43 mg,3 µg,0 mg,16 µg,1.10 g,51 mg,350 mg,9 mg,220 mg,24 mg,3.7 mg,2.8 mg
114,Bife de cavalo alcatra frita com manteiga,Carne e Derivados Criação e Caça,4.5 g,2.5 g,1 g,1.01 g,0 g,1020 mg,0 g,23.3 g,0 g,64.9 g,0 g,75 mg,37 µg,3 µg,0 µg,0.24 mg,0.06 mg,0.12 mg,8.71 mg,3.3 mg,0.26 mg,2.4 µg,0 mg,15 µg,2.09 g,410 mg,260 mg,9.9 mg,210 mg,25 mg,4 mg,3.1 mg
115,Bife de cavalo alcatra frita com margarina,Carne e Derivados Criação e Caça,4.1 g,2.4 g,2.4 g,2.21 g,0 g,1100 mg,0 g,23.3 g,0 g,64.9 g,0 g,60 mg,40 µg,26 µg,0 µg,0.11 mg,0.06 mg,0.12 mg,8.71 mg,3.3 mg,0.26 mg,2.4 µg,0 mg,15 µg,2.19 g,440 mg,260 mg,9.1 mg,210 mg,25 mg,4 mg,3.1 mg
116,Bife de cavalo alcatra frita sem molho,Carne e Derivados Criação e Caça,2.2 g,1.5 g,1.3 g,1.3 g,0 g,550 mg,0 g,24.7 g,0 g,68.4 g,0 g,67 mg,7 µg,7 µg,0 µg,0.1 mg,0.06 mg,0.14 mg,8.7 mg,3.9 mg,0.24 mg,2.6 µg,0 mg,17 µg,1.50 g,220 mg,300 mg,10 mg,230 mg,27 mg,4.4 mg,3.4 mg
117,Lombo ou pá de cavalo cru,Carne e Derivados Criação e Caça,0.9 g,0.8 g,0.6 g,0.6 g,0 g,120 mg,0 g,19.6 g,0 g,77 g,0 g,52 mg,21 µg,0 µg,0.4 µg,0.06 mg,0.11 mg,0.13 mg,7.2 mg,3.5 mg,0.4 mg,3 µg,0 mg,16 µg,1.12 g,48 mg,340 mg,13 mg,210 mg,23 mg,3.6 mg,2.9 mg
118,Lombo ou pá de cavalo assado com azeite e manteiga,Carne e Derivados Criação e Caça,2.6 g,4.1 g,1 g,0.956 g,0.1 g,1100 mg,0 g,22.7 g,0.6 g,66.4 g,0 g,66 mg,37 µg,1 µg,0.4 µg,0.6 mg,0.07 mg,0.13 mg,8.33 mg,3 mg,0.26 mg,2.5 µg,0 mg,15 µg,2.26 g,440 mg,270 mg,15 mg,210 mg,26 mg,4.1 mg,3.4 mg
119,Lombo ou pá de cavalo assado com margarina,Carne e Derivados Criação e Caça,3.4 g,1.9 g,2 g,1.86 g,0.1 g,1220 mg,0 g,22.7 g,0.6 g,67 g,0 g,60 mg,59 µg,23 µg,0.3 µg,0.07 mg,0.07 mg,0.13 mg,8.33 mg,3 mg,0.26 mg,2.5 µg,0 mg,15 µg,2.41 g,490 mg,270 mg,14 mg,210 mg,26 mg,4.1 mg,3.4 mg
120,Lombo ou pá de cavalo assado sem molho,Carne e Derivados Criação e Caça,1.9 g,1.3 g,1.2 g,1.1 g,0 g,620 mg,0 g,24.2 g,0 g,69.8 g,0 g,58 mg,22 µg,6 µg,0.3 µg,0.1 mg,0.06 mg,0.14 mg,8.5 mg,3.7 mg,0.23 mg,2.7 µg,0 mg,18 µg,1.70 g,250 mg,310 mg,16 mg,230 mg,29 mg,4.5 mg,3.8 mg
121,Lombo ou pá de cavalo frito com manteiga,Carne e Derivados Criação e Caça,4.1 g,2.1 g,0.8 g,0.794 g,0 g,1000 mg,0 g,21.6 g,0 g,68.3 g,0 g,73 mg,60 µg,3 µg,0.4 µg,0.2 mg,0.06 mg,0.12 mg,7.94 mg,2.9 mg,0.24 mg,2.4 µg,0 mg,15 µg,2.12 g,400 mg,250 mg,14 mg,200 mg,24 mg,3.9 mg,3.2 mg
122,Lombo ou pá de cavalo frito com margarina,Carne e Derivados Criação e Caça,3.7 g,2 g,2.1 g,1.99 g,0 g,1080 mg,0 g,21.6 g,0 g,68.3 g,0 g,58 mg,63 µg,26 µg,0.3 µg,0.07 mg,0.06 mg,0.12 mg,7.94 mg,2.9 mg,0.24 mg,2.4 µg,0 mg,15 µg,2.21 g,430 mg,250 mg,13 mg,200 mg,24 mg,3.9 mg,3.2 mg
123,Costeleta de porco gorda crua,Carne e Derivados Criação e Caça,10.9 g,10.6 g,5.2 g,4.5 g,0 g,150 mg,0 g,17.3 g,0 g,50.5 g,0 g,74 mg,0 µg,0 µg,1 µg,0.03 mg,0.63 mg,0.17 mg,9.2 mg,5.5 mg,0.35 mg,1 µg,0 mg,3 µg,1.02 g,61 mg,310 mg,19 mg,190 mg,18 mg,1.3 mg,1.7 mg
124,Costeleta de porco gorda grelhada,Carne e Derivados Criação e Caça,7.9 g,7.7 g,3.8 g,3.3 g,0 g,480 mg,0 g,24.3 g,0 g,50.8 g,0 g,111 mg,0 µg,0 µg,1.5 µg,0.04 mg,0.74 mg,0.21 mg,11 mg,6.1 mg,0.36 mg,1 µg,0 mg,3.7 µg,1.80 g,190 mg,370 mg,28 mg,250 mg,29 mg,1.7 mg,2.5 mg
125,Costeleta de porco meio gorda crua,Carne e Derivados Criação e Caça,5.4 g,5.3 g,2.6 g,2.2 g,0 g,250 mg,0 g,19.8 g,0 g,62.6 g,0 g,66 mg,0 µg,0 µg,0.7 µg,0.11 mg,0.74 mg,0.2 mg,11 mg,6.5 mg,0.4 mg,1 µg,0 mg,6 µg,1.06 g,100 mg,380 mg,14 mg,190 mg,18 mg,1.4 mg,2.1 mg
126,Costeleta de porco meio gorda estufada com azeite e banha,Carne e Derivados Criação e Caça,6.5 g,8.4 g,3.1 g,2.64 g,0.7 g,1100 mg,0.2 g,21.1 g,0.8 g,53.6 g,0 g,71 mg,0 µg,0 µg,0.6 µg,0.51 mg,0.36 mg,0.16 mg,11.7 mg,3.9 mg,0.22 mg,0.63 µg,1 mg,6.2 µg,2.20 g,440 mg,260 mg,18 mg,160 mg,18 mg,1.6 mg,2.1 mg
